line,BusFrom,BusTo,X,Pmin,Pmax,ratio,IsBuildPlineLimit
1263,949,697,0.00138,-935,935,1,NO
1264,987,697,0.00695,-541,541,1,NO
1265,1046,697,0.00028,0,0,1,NO
1266,1147,697,0.0227,-482,482,1,NO
1267,1045,697,0.00034,0,0,1,NO
1268,1044,697,0.0001,-541,541,1,NO
1269,701,698,0.0212,-376,376,1,NO
1270,1015,698,0.01489,-376,376,1,NO
1271,929,699,0.05493,0,0,1,NO
1272,764,700,0.01436,-420,420,1,NO
1273,1333,701,0.01805,-336,336,1,NO
1274,1333,701,0.02116,-331,331,1,NO
1275,1330,702,0.00734,-2487,2487,1,NO
1276,938,708,0.00029,0,0,1,NO
1277,938,706,0.00021,0,0,1,NO
1278,938,707,0.00023,0,0,1,NO
1279,717,709,0.00887,-440,440,1,NO
1280,1364,709,0.01521,-471,471,1,NO
1281,1476,710,0.00033,0,0,1,NO
1282,1103,711,0.0083,-483,483,1,NO
1283,1510,712,0.03444,0,0,1,NO
1284,1090,713,0.06688,-482,482,1,NO
1285,1305,713,0.00393,-383,383,1,NO
1286,1307,713,0.00976,-321,321,1,NO
1287,1221,714,0.02264,-541,541,1,NO
1288,1479,715,0.0128,-477,477,1,NO
1289,858,716,0.00641,-1708,1708,1,NO
1290,1478,717,0.00395,-440,440,1,NO
1291,790,718,0.0017,-300,300,1,NO
1292,1431,719,0.03276,0,0,1,NO
1293,1394,720,0.00176,-455,455,1,NO
1294,1530,720,0.00205,-379,379,1,NO
1295,1505,720,0.02998,-288,288,1,NO
1296,785,722,0.00233,-1708,1708,1,NO
1297,836,722,0.02057,-2487,2487,1,NO
1298,1519,722,0.00988,-1704,1704,1,NO
1299,775,722,0.02154,-2487,2487,1,NO
1300,785,722,0.00231,-1708,1708,1,NO
1301,836,722,0.02057,-2487,2487,1,NO
1302,775,722,0.0215,-2487,2487,1,NO
1303,768,723,0.02242,-471,471,1,NO
1304,784,728,0.01866,-388,388,1,NO
1305,807,728,0.00354,-330,330,1,NO
1306,1225,728,0.03479,-507,507,1,NO
1307,784,728,0.01762,-388,388,1,NO
1308,808,728,0.00458,-270,270,1,NO
1309,1157,729,0.01819,-434,434,1,NO
1310,1265,729,0.01165,-326,326,1,NO
1311,1157,729,0.01819,-434,434,1,NO
1312,1169,731,0.0131,0,0,1,NO
1313,1489,731,0.04436,0,0,1,NO
1314,1493,731,0.00889,0,0,1,NO
1315,1235,732,0.01051,-360,360,1,NO
1316,1340,732,0.03998,-362,362,1,NO
1317,970,733,0.00049,-424,424,1,NO
1318,1316,734,0.02703,-333,333,1,NO
1319,956,735,0.01643,0,0,1,NO
1320,1468,736,0.02096,-384,384,1,NO
1321,1481,739,0.00044,-434,434,1,NO
1322,877,740,0.00122,-385,385,1,NO
1323,1082,740,0.00079,-428,428,1,NO
1324,1348,740,0.00089,-404,404,1,NO
1325,947,741,0.00697,-500,500,1,NO
1326,926,742,0.02912,-262,262,1,NO
1327,1103,743,0.0046,-484,484,1,NO
1328,1103,743,0.00463,-484,484,1,NO
1329,1097,744,0.00869,0,0,1,NO
1330,916,746,0.04362,-304,304,1,NO
1331,972,746,0.06922,0,0,1,NO
1332,975,746,0.0626,-325,325,1,NO
1333,916,746,0.04273,-314,314,1,NO
1334,1158,747,0.01703,-1579,1579,1,NO
1335,1301,748,0.00061,0,0,1,NO
1336,1300,748,0.00055,0,0,1,NO
1337,1302,748,0.00055,0,0,1,NO
1338,1182,750,0.03352,-418,418,1,NO
1339,1219,751,0.00753,-270,270,1,NO
1340,863,752,0.00119,-3507,3507,1,NO
1341,1139,752,0.01969,-333,333,1,NO
1342,1384,752,0.01509,-388,388,1,NO
1343,861,752,0.00119,-3507,3507,1,NO
1344,1384,752,0.01509,-388,388,1,NO
1345,862,752,0.00119,-3507,3507,1,NO
1346,812,753,0.00059,-321,321,1,NO
1347,959,754,0.03212,0,0,1,NO
1348,1101,754,0.03958,-252,252,1,NO
1349,815,755,0.01058,-510,510,1,NO
1350,1040,755,0.0148,-507,507,1,NO
1351,814,755,0.01064,-477,477,1,NO
1352,1040,755,0.01473,-507,507,1,NO
1353,1140,756,0.00602,-2487,2487,1,NO
1354,1345,756,0.02517,-2487,2487,1,NO
1355,837,758,0.05531,0,0,1,NO
1356,1320,758,0.04261,-276,276,1,NO
1357,1239,759,0.02033,-1408,1408,1,NO
1358,1239,759,0.0214,-1391,1391,1,NO
1359,1482,760,0.00091,-325,325,1,NO
1360,1483,761,0.00733,-440,440,1,NO
1361,1469,762,0.2426,0,0,1,NO
1362,1495,762,0.13933,0,0,1,NO
1363,929,762,0.21996,0,0,1,NO
1364,958,764,0.06742,-298,298,1,NO
1365,1171,768,0.04138,-391,391,1,NO
1366,1526,768,0.00161,-471,471,1,NO
1367,941,771,0.0248,-438,438,1,NO
1368,1416,771,0.00589,-440,440,1,NO
1369,1364,773,0.00425,-540,540,1,NO
1370,1484,772,0.00047,-471,471,1,NO
1371,936,774,0.0204,-432,432,1,NO
1372,1013,774,0.03538,-430,430,1,NO
1373,1013,776,0.00555,-424,424,1,NO
1374,1337,777,0.0388,-309,309,1,NO
1375,989,778,0.0291,-335,335,1,NO
1376,1206,779,0.00101,-545,545,1,NO
1377,1206,780,0.00107,-545,545,1,NO
1378,1025,781,0.00113,0,0,1,NO
1379,1417,783,0.00381,-432,432,1,NO
1380,1055,785,0.00055,-908,908,1,NO
1381,1056,785,0.00055,-908,908,1,NO
1382,1057,785,0.00055,-908,908,1,NO
1383,1058,785,0.00057,-908,908,1,NO
1384,1485,786,0.0001,-502,502,1,NO
1385,1486,787,0.00124,-461,461,1,NO
1386,1246,788,0.00656,-2487,2487,1,NO
1387,1271,788,0.00302,-1971,1971,1,NO
1388,1246,788,0.00664,-2487,2487,1,NO
1389,1271,788,0.00301,-1971,1971,1,NO
1390,1246,788,0.00656,-2487,2487,1,NO
1391,1246,788,0.00656,-2487,2487,1,NO
1392,857,789,0.00128,-385,385,1,NO
1393,978,789,0.00152,-385,385,1,NO
1394,1487,791,0.0001,0,0,1,NO
1395,1488,792,0.00065,-346,346,1,NO
1396,1161,793,0.02038,-558,558,1,NO
1397,1168,793,0.03455,-558,558,1,NO
1398,804,795,0.00882,-411,411,1,NO
1399,955,798,0.00484,-388,388,1,NO
1400,1332,798,0.01869,-500,500,1,NO
1401,1492,798,0.01217,-540,540,1,NO
1402,892,798,0.01888,-540,540,1,NO
1403,955,798,0.00514,-388,388,1,NO
1404,1507,798,0.02086,-540,540,1,NO
1405,955,798,0.00482,-381,381,1,NO
1406,951,799,0.00097,-1579,1579,1,NO
1407,1267,799,0.0149,0,0,1,NO
1408,1408,799,0.00364,-1579,1579,1,NO
1409,953,799,0.00097,-1579,1579,1,NO
1410,1268,799,0.01478,0,0,1,NO
1411,1366,799,0.01267,-1579,1579,1,NO
1412,952,799,0.00098,-1579,1579,1,NO
1413,954,799,0.00103,-1579,1579,1,NO
1414,988,800,0.01876,0,0,1,NO
1415,1298,802,0.00578,0,0,1,NO
1416,810,805,0.05438,-294,294,1,NO
1417,830,805,0.00838,-866,866,1,NO
1418,993,805,0.01644,-423,423,1,NO
1419,1222,803,0.02813,0,0,1,NO
1420,1326,804,0.00595,-433,433,1,NO
1421,1461,803,0.00435,-440,440,1,NO
1422,829,803,0.00851,-866,866,1,NO
1423,1326,803,0.00559,-494,494,1,NO
1424,827,809,0.03872,-296,296,1,NO
1425,996,809,0.00881,-358,358,1,NO
1426,1101,812,0.0674,-319,319,1,NO
1427,1199,812,0.08887,-301,301,1,NO
1428,1214,812,0.00076,-321,321,1,NO
1429,1022,813,0.00854,-2487,2487,1,NO
1430,1489,816,0.00081,0,0,1,NO
1431,823,818,0.0002,-303,303,1,NO
1432,822,817,0.0002,-303,303,1,NO
1433,1142,822,0.01975,-354,354,1,NO
1434,1166,822,0.003,-300,300,1,NO
1435,1393,821,0.01373,-354,354,1,NO
1436,1494,823,0.00336,-935,935,1,NO
1437,1142,821,0.0002,-446,446,1,NO
1438,1166,822,0.0031,-300,300,1,NO
1439,1472,822,0.006,-362,362,1,NO
1440,1378,825,0.00275,-2487,2487,1,NO
1441,1430,824,0.011,-1774,1774,1,NO
1442,1377,824,0.0027,-2487,2487,1,NO
1443,1088,828,0.00269,-490,490,1,NO
1444,912,830,0.00235,-376,376,1,NO
1445,937,830,0.00133,-317,317,1,NO
1446,1002,831,0.0083,-420,420,1,NO
1447,1245,832,0.00324,-293,293,1,NO
1448,1008,833,0.00844,-369,369,1,NO
1449,1258,833,0.01325,-369,369,1,NO
1450,1365,834,0.01092,-401,401,1,NO
1451,1365,834,0.01084,-401,401,1,NO
1452,1345,836,0.01123,-2487,2487,1,NO
1453,1346,836,0.01123,-2487,2487,1,NO
1454,1126,841,0.01218,-1579,1579,1,NO
1455,1221,842,0.02642,-584,584,1,NO
1456,1325,843,0.00383,-566,566,1,NO
1457,1414,843,0.02522,-549,549,1,NO
1458,848,846,0.00013,-1092,1092,1,NO
1460,847,846,0.00013,-1053,1053,1,NO
1461,1490,850,0.0002,-290,290,1,NO
1462,1491,851,0.0002,-290,290,1,NO
1463,856,852,0.0139,-307,307,1,NO
1464,1204,853,0.01223,0,0,1,NO
1465,942,854,0.00668,-420,420,1,NO
1466,1241,854,0.0082,-440,440,1,NO
1467,1500,854,0.00577,-436,436,1,NO
1468,1241,854,0.01586,-422,422,1,NO
1469,959,855,0.05293,-252,252,1,NO
1470,1140,858,0.01244,-1488,1488,1,NO
1471,1159,858,0.00748,-1579,1579,1,NO
1472,1351,858,0.02492,-1617,1617,1,NO
1473,1158,858,0.00741,-1579,1579,1,NO
1474,1492,859,0.00261,-540,540,1,NO
1475,1350,860,0.05467,-337,337,1,NO
1476,1447,860,0.01578,-413,413,1,NO
1477,880,864,0.10078,0,0,1,NO
1478,835,868,0.00815,-584,584,1,NO
1479,870,869,9E-05,0,0,1,NO
1480,1133,870,0.00393,-339,339,1,NO
1481,1376,870,0.0067,-354,354,1,NO
1482,949,871,9E-05,-655,655,1,NO
1483,950,872,0.00028,-2187,2187,1,NO
1484,1339,874,0.01857,-1579,1579,1,NO
1485,1343,874,0.03166,-1842,1842,1,NO
1486,1430,873,0.01731,-1828,1828,1,NO
1487,1343,873,0.03165,-1842,1842,1,NO
1488,978,875,0.00065,-475,475,1,NO
1489,1099,875,0.00144,-290,290,1,NO
1490,978,875,0.00142,-434,434,1,NO
1491,1098,875,0.00101,-290,290,1,NO
1492,1367,879,0.02272,0,0,1,NO
1493,904,880,0.07875,0,0,1,NO
1494,1334,881,9E-05,-286,286,1,NO
1495,1352,881,0.0219,-477,477,1,NO
1496,1037,882,0.01415,-1537,1537,1,NO
1497,1279,882,0.00954,-1633,1633,1,NO
1498,1037,882,0.01415,-1537,1537,1,NO
1499,1279,882,0.00954,-1633,1633,1,NO
1500,1213,883,0.00063,-268,268,1,NO
1501,1213,884,0.00073,0,0,1,NO
1502,1186,885,0.00093,-455,455,1,NO
1503,1395,887,0.04438,-357,357,1,NO
1504,1251,886,0.00099,-471,471,1,NO
1505,906,888,0.04604,-535,535,1,NO
1506,1081,889,0.00029,0,0,1,NO
1507,1082,890,0.00026,0,0,1,NO
1508,1493,891,0.00071,0,0,1,NO
1509,1492,892,0.00644,-540,540,1,NO
1510,945,896,0.00042,0,0,1,NO
1511,945,897,0.00042,0,0,1,NO
1512,945,895,0.00052,0,0,1,NO
1513,1283,900,0.00109,-1363,1363,1,NO
1514,1288,900,0.00105,-1363,1363,1,NO
1515,1162,901,0.04387,-384,384,1,NO
1516,1219,901,0.01856,-503,503,1,NO
1517,1485,901,0.00844,-360,360,1,NO
1518,981,903,0.00017,-455,455,1,NO
1519,1243,904,0.06539,0,0,1,NO
1520,1106,905,0.00026,0,0,1,NO
1521,1183,906,0.00393,-413,413,1,NO
1522,1338,906,0.01894,-540,540,1,NO
1523,1340,906,0.01916,-413,413,1,NO
1524,1184,906,0.00383,-413,413,1,NO
1525,1338,906,0.01726,-524,524,1,NO
1526,1213,907,0.00099,-280,280,1,NO
1527,1375,908,0.01136,-319,319,1,NO
1528,1494,908,0.00399,-428,428,1,NO
1529,1375,908,0.0079,-428,428,1,NO
1530,911,909,0.00119,-389,389,1,NO
1531,910,909,0.00119,-389,389,1,NO
1532,1203,913,0.00193,-265,265,1,NO
1533,1101,914,0.0397,-420,420,1,NO
1534,1523,914,0.03316,-440,440,1,NO
1535,1019,916,0.00194,0,0,1,NO
1536,1147,921,0.01254,-584,584,1,NO
1537,1219,921,0.03652,-369,369,1,NO
1538,1147,921,0.01209,-482,482,1,NO
1539,968,921,9E-05,0,0,1,NO
1540,967,921,9E-05,0,0,1,NO
1541,1021,922,0.02663,-405,405,1,NO
1542,1021,923,0.02663,-405,405,1,NO
1543,964,926,0.02032,-289,289,1,NO
1544,1259,927,0.01924,-430,430,1,NO
1545,1495,929,0.07559,0,0,1,NO
1546,1220,930,0.04444,-472,472,1,NO
1547,1206,931,0.01158,-440,440,1,NO
1548,1206,931,0.01158,-440,440,1,NO
1549,934,933,0.00034,-2487,2487,1,NO
1550,935,933,0.00032,-2487,2487,1,NO
1551,1154,936,0.02212,-320,320,1,NO
1552,1254,938,0.00075,-401,401,1,NO
1553,1094,940,0.00966,-312,312,1,NO
1554,1125,941,0.01646,-416,416,1,NO
1555,1125,941,0.01645,-416,416,1,NO
1556,1130,942,0.00142,-368,368,1,NO
1557,1371,944,0.00663,-1754,1754,1,NO
1558,1082,945,0.00461,-325,325,1,NO
1559,1413,945,0.00069,-397,397,1,NO
1560,1412,945,0.00071,-356,356,1,NO
1561,1453,945,0.00596,-272,272,1,NO
1562,1349,948,0.09523,0,0,1,NO
1563,1036,949,0.02046,-482,482,1,NO
1564,1036,949,0.02047,-482,482,1,NO
1565,974,955,0.01817,-381,381,1,NO
1566,1182,955,0.03836,-524,524,1,NO
1567,1220,957,0.00259,-584,584,1,NO
1568,1121,959,0.01191,-305,305,1,NO
1569,1151,963,0.01108,-507,507,1,NO
1570,1151,963,0.01132,-388,388,1,NO
1571,1134,965,0.00618,-540,540,1,NO
1572,1518,965,0.00148,-471,471,1,NO
1573,1528,966,0.00013,-2694,2694,1,NO
1574,1148,970,0.00074,-545,545,1,NO
1575,1336,970,0.00838,-385,385,1,NO
1576,1149,970,0.00071,-471,471,1,NO
1577,1189,971,0.00091,-264,264,1,NO
1578,1080,975,0.06033,-331,331,1,NO
1579,978,976,0.0002,-257,257,1,NO
1580,978,977,0.0002,-257,257,1,NO
1581,1388,979,0.03006,-385,385,1,NO
1582,1131,981,0.00786,-455,455,1,NO
1583,1233,982,0.00014,-855,855,1,NO
1584,1498,983,0.0001,-2487,2487,1,NO
1585,983,422,0.0001,-2487,2487,1,NO
1586,1499,984,0.00018,0,0,1,NO
1587,1478,985,0.00134,0,0,1,NO
1588,959,986,0.05779,0,0,1,NO
1589,1471,986,0.00454,0,0,1,NO
1590,1173,991,0.0001,-2487,2487,1,NO
1591,1172,991,0.0001,-2487,2487,1,NO
1592,1202,992,0.0033,-310,310,1,NO
1593,939,998,0.01728,0,0,1,NO
1594,1134,998,0.01124,-413,413,1,NO
1595,1141,997,0.01354,-408,408,1,NO
1596,1269,996,0.01221,-471,471,1,NO
1597,1391,996,0.00251,-540,540,1,NO
1598,1459,997,0.00231,-540,540,1,NO
1599,1476,999,0.02009,-381,381,1,NO
1600,1392,999,0.00253,-388,388,1,NO
1601,1420,998,0.01013,-408,408,1,NO
1602,1141,998,0.00948,-720,720,1,NO
1603,1450,996,0.00709,-471,471,1,NO
1604,1422,997,0.00742,-833,833,1,NO
1605,1449,996,0.00709,-471,471,1,NO
1606,932,1001,0.00758,-1486,1486,1,NO
1607,1135,1000,0.00326,-1774,1774,1,NO
1608,1260,1000,0.00629,-1774,1774,1,NO
1609,1261,1000,0.00616,-1579,1579,1,NO
1610,1260,1001,0.005,-2487,2487,1,NO
1611,1261,1001,0.005,-2487,2487,1,NO
1612,1377,1001,0.00605,-1579,1579,1,NO
1613,1084,1003,0.0436,-471,471,1,NO
1614,1280,1003,0.01102,-513,513,1,NO
1615,1435,1003,0.01875,-515,515,1,NO
1616,1280,1003,0.01104,-538,538,1,NO
1617,1035,1005,0.02481,-575,575,1,NO
1618,1085,1005,0.01979,-370,370,1,NO
1619,1119,1005,0.01766,-575,575,1,NO
1620,1323,1005,0.03326,-319,319,1,NO
1621,1097,1008,0.0157,-369,369,1,NO
1622,1248,1008,0.02171,-482,482,1,NO
1623,1170,1009,0.0001,-457,457,1,NO
1624,1230,1009,0.00288,-507,507,1,NO
1625,1122,1010,0.02037,-388,388,1,NO
1626,1179,1010,0.01248,-327,327,1,NO
1627,1171,1011,0.04988,-538,538,1,NO
1628,1262,1012,0.04211,-513,513,1,NO
1629,1035,1014,0.00413,-575,575,1,NO
1630,1116,1014,0.00685,-261,261,1,NO
1631,1119,1014,0.01162,-575,575,1,NO
1632,915,1015,0.0036,-300,300,1,NO
1633,1073,1015,0.04484,-331,331,1,NO
1634,1212,1015,0.00928,-366,366,1,NO
1635,1244,1015,0.06439,0,0,1,NO
1636,1329,1015,0.02318,-366,366,1,NO
1637,1329,1015,0.02489,-321,321,1,NO
1638,1500,1016,0.0001,-440,440,1,NO
1639,1501,1017,0.0002,-440,440,1,NO
1640,1502,1018,0.00036,-471,471,1,NO
1641,1504,1020,0.00504,0,0,1,NO
1642,1185,1021,0.03085,-541,541,1,NO
1643,1409,1021,0.01053,-379,379,1,NO
1644,1503,1021,0.00089,-541,541,1,NO
1645,1241,1024,0.00899,-405,405,1,NO
1646,1426,1025,0.00612,-296,296,1,NO
1647,1505,1030,0.00062,0,0,1,NO
1648,1445,1031,0.00762,-575,575,1,NO
1649,1028,1033,0.0002,0,0,1,NO
1650,1027,1033,0.0002,0,0,1,NO
1651,1252,1032,0.00099,-473,473,1,NO
1652,1026,1033,0.00022,0,0,1,NO
1653,1097,1034,0.02382,-482,482,1,NO
1654,1078,1035,0.00099,0,0,1,NO
1655,1147,1036,0.00547,-482,482,1,NO
1656,1147,1036,0.00506,-482,482,1,NO
1657,1250,1037,0.0192,-1633,1633,1,NO
1658,1250,1037,0.01913,-1633,1633,1,NO
1659,1439,1039,0.00982,-524,524,1,NO
1660,1319,1042,0.0015,-540,540,1,NO
1661,1261,1043,0.00524,-2487,2487,1,NO
1662,1260,1043,0.00524,-2487,2487,1,NO
1663,1309,1050,0.00105,-1363,1363,1,NO
1664,1294,1049,0.00113,-1363,1363,1,NO
1665,1290,1050,0.00113,-1363,1363,1,NO
1666,1141,1054,0.00067,0,0,1,NO
1667,1141,1053,0.00064,0,0,1,NO
1668,1304,1059,0.021,-540,540,1,NO
1669,1483,1059,0.0208,-337,337,1,NO
1670,1346,1060,0.02848,-1708,1708,1,NO
1671,1384,1061,0.00342,-331,331,1,NO
1672,1065,1062,0.00119,0,0,1,NO
1673,1063,1062,0.00119,0,0,1,NO
1674,1064,1062,0.00119,0,0,1,NO
1675,1507,1066,0.00549,-540,540,1,NO
1676,1166,1068,0.00142,-263,263,1,NO
1677,1166,1067,0.00142,0,0,1,NO
1678,1203,1069,0.00296,-350,350,1,NO
1679,1307,1072,0.0016,-506,506,1,NO
1680,1307,1072,0.00162,-506,506,1,NO
1681,1244,1073,0.02947,-301,301,1,NO
1682,1281,1074,0.02248,-305,305,1,NO
1683,1509,1076,0.00057,0,0,1,NO
1684,1508,1075,0.00044,0,0,1,NO
1685,1097,1079,0.01977,-482,482,1,NO
1686,1187,1079,0.0111,-482,482,1,NO
1687,1501,1080,0.02862,-331,331,1,NO
1688,1376,1081,0.01418,-325,325,1,NO
1689,1375,1082,0.01383,-325,325,1,NO
1690,1454,1081,0.01061,-292,292,1,NO
1691,1441,1083,0.0466,-354,354,1,NO
1692,1435,1084,0.02935,-578,578,1,NO
1693,1406,1085,0.02147,-418,418,1,NO
1694,1267,1087,0.00837,-1579,1579,1,NO
1695,1276,1087,0.01757,-2487,2487,1,NO
1696,1268,1087,0.00837,-1579,1579,1,NO
1697,1276,1087,0.01744,-2487,2487,1,NO
1698,1218,1089,0.06049,0,0,1,NO
1699,1520,1090,0.00379,-502,502,1,NO
1700,1151,1091,0.03417,-265,265,1,NO
1701,1510,1096,0.04004,0,0,1,NO
1702,1118,1097,0.00415,0,0,1,NO
1703,1198,1097,0.01863,-468,468,1,NO
1704,1467,1097,0.01708,-482,482,1,NO
1705,1138,1101,0.04006,-264,264,1,NO
1706,1436,1101,0.01106,-438,438,1,NO
1707,1473,1101,0.02272,-265,265,1,NO
1708,1516,1101,0.00077,-271,271,1,NO
1709,1512,1108,0.00154,-540,540,1,NO
1710,1365,1111,0.00918,-426,426,1,NO
1711,1365,1112,0.00865,-350,350,1,NO
1712,1344,1115,0.0116,-440,440,1,NO
1713,1406,1116,0.03945,-374,374,1,NO
1714,1514,1117,0.00435,-360,360,1,NO
1715,1299,1120,0.03788,-264,264,1,NO
1716,1281,1121,0.03128,-305,305,1,NO
1717,1515,1122,0.01547,-507,507,1,NO
1718,1516,1123,0.00514,-271,271,1,NO
1719,1516,1123,0.00514,-271,271,1,NO
1720,1151,1124,0.03155,-380,380,1,NO
1721,1341,1124,0.05065,-331,331,1,NO
1722,1416,1125,0.01209,-440,440,1,NO
1723,1517,1127,0.0004,-507,507,1,NO
1724,1335,1128,0.00194,-397,397,1,NO
1725,1147,1129,0.00136,-385,385,1,NO
1726,1241,1130,0.02442,-366,366,1,NO
1727,1530,1131,0.00928,-379,379,1,NO
1728,1376,1133,0.00915,-348,348,1,NO
1729,1459,1134,0.00899,-403,403,1,NO
1730,1518,1134,0.00454,-403,403,1,NO
1731,1378,1135,0.00274,-1579,1579,1,NO
1732,1518,1137,0.00049,0,0,1,NO
1733,1213,1141,0.00113,-297,297,1,NO
1734,1213,1141,0.00113,-297,297,1,NO
1735,1420,1141,0.00337,-408,408,1,NO
1736,1422,1141,0.00206,-789,789,1,NO
1737,1272,1151,0.01875,-507,507,1,NO
1738,1525,1151,0.01505,-388,388,1,NO
1739,1343,1152,0.02293,-1659,1659,1,NO
1740,1359,1152,0.0085,-1659,1659,1,NO
1741,1519,1155,0.0001,-1708,1708,1,NO
1742,1465,1157,0.01418,-331,331,1,NO
1743,1419,1162,0.02011,-473,473,1,NO
1744,1514,1162,0.01667,-473,473,1,NO
1745,1387,1163,0.0114,-502,502,1,NO
1746,1209,1166,0.00166,0,0,1,NO
1747,1526,1171,0.03867,-391,391,1,NO
1748,1312,1175,0.00124,0,0,1,NO
1749,1335,1177,0.00259,-321,321,1,NO
1750,1368,1176,0.00229,-368,368,1,NO
1751,1491,1176,0.01106,-352,352,1,NO
1752,1219,1178,0.03577,-302,302,1,NO
1753,1485,1178,0.00829,-360,360,1,NO
1754,1514,1178,0.008,-448,448,1,NO
1755,1231,1179,0.01789,-344,344,1,NO
1756,1344,1179,0.01963,-638,638,1,NO
1757,1515,1179,0.01632,-935,935,1,NO
1758,1517,1179,0.0306,-344,344,1,NO
1759,1346,1180,0.00618,-954,954,1,NO
1760,1188,1186,0.02307,-282,282,1,NO
1761,1500,1188,0.01571,-257,257,1,NO
1762,1520,1190,0.00168,0,0,1,NO
1763,1510,1191,0.05907,0,0,1,NO
1764,1331,1194,0.00041,-1579,1579,1,NO
1765,1331,1193,0.00042,-1579,1579,1,NO
1766,1379,1196,0.05211,-317,317,1,NO
1767,1219,1198,0.02669,-325,325,1,NO
1768,1424,1203,0.00278,-507,507,1,NO
1769,1466,1204,0.00598,-388,388,1,NO
1770,1344,1203,0.01429,-507,507,1,NO
1771,1455,1204,0.00315,-507,507,1,NO
1772,1443,1205,0.00293,-418,418,1,NO
1773,1344,1206,0.00573,-507,507,1,NO
1774,1344,1206,0.00573,-507,507,1,NO
1775,1344,1206,0.00296,-935,935,1,NO
1776,1521,1207,0.00034,-541,541,1,NO
1777,1522,1210,0.02615,-507,507,1,NO
1778,1329,1212,0.01402,-440,440,1,NO
1779,1303,1213,0.00083,-268,268,1,NO
1780,1336,1216,0.00211,-312,312,1,NO
1781,1336,1215,0.00211,-272,272,1,NO
1782,1504,1219,0.01778,-502,502,1,NO
1783,1523,1220,0.01011,-442,442,1,NO
1784,1343,1224,0.03926,-1711,1711,1,NO
1785,1230,1226,0.00119,-3507,3507,1,NO
1786,1230,1229,0.00119,-3507,3507,1,NO
1787,1230,1228,0.00119,-3507,3507,1,NO
1788,1230,1227,0.00119,-3507,3507,1,NO
1789,1421,1232,0.02227,0,0,1,NO
1790,1431,1232,0.05836,0,0,1,NO
1791,1523,1234,0.0001,-440,440,1,NO
1792,1512,1235,0.01444,-413,413,1,NO
1793,1162,1237,0.0334,-333,333,1,NO
1794,1456,1238,0.00934,-452,452,1,NO
1795,1457,1238,0.00682,-471,471,1,NO
1796,1524,1240,0.0003,-328,328,1,NO
1797,1250,1242,0.02,-2961,2961,1,NO
1798,1250,1242,0.02,-2961,2961,1,NO
1799,1488,1244,0.02858,-346,346,1,NO
1800,1257,1246,0.00255,-2487,2487,1,NO
1801,1256,1246,0.00255,-2487,2487,1,NO
1802,1353,1249,0.03605,-454,454,1,NO
1803,1353,1249,0.03625,-454,454,1,NO
1804,1297,1250,0.00866,-1644,1644,1,NO
1805,1528,1250,0.02277,-2450,2450,1,NO
1806,1297,1250,0.00866,-1644,1644,1,NO
1807,1297,1250,0.01066,-1708,1708,1,NO
1808,1297,1250,0.00695,-2487,2487,1,NO
1809,1297,1250,0.00695,-2487,2487,1,NO
1810,1276,1257,0.01474,-2487,2487,1,NO
1811,1276,1256,0.01478,-2487,2487,1,NO
1812,1497,1262,0.05408,-558,558,1,NO
1813,1317,1263,0.0049,-354,354,1,NO
1814,1502,1263,0.00077,-471,471,1,NO
1815,1525,1273,0.0063,-380,380,1,NO
1816,1445,1275,0.00407,-575,575,1,NO
1817,1352,1278,0.03093,-461,461,1,NO
1818,1309,1285,0.00097,-1363,1363,1,NO
1819,1527,1286,0.0002,-471,471,1,NO
1820,1527,1287,0.0002,-471,471,1,NO
1821,1309,1295,0.00105,-1363,1363,1,NO
1822,1319,1304,0.0503,-336,336,1,NO
1823,1486,1307,0.01592,-454,454,1,NO
1824,1375,1311,0.00197,-584,584,1,NO
1825,1376,1310,0.00302,-545,545,1,NO
1826,1502,1317,0.00241,-471,471,1,NO
1827,1529,1318,0.00474,-540,540,1,NO
1828,1406,1322,0.013,-330,330,1,NO
1829,1417,1325,0.0067,-424,424,1,NO
1830,1370,1331,0.00566,-1579,1579,1,NO
1831,1371,1331,0.00566,-1579,1579,1,NO
1832,1401,1336,0.01002,-566,566,1,NO
1833,1439,1338,0.01353,-540,540,1,NO
1834,1519,1339,0.00739,-1704,1704,1,NO
1835,1441,1342,0.05047,-354,354,1,NO
1836,1424,1344,0.01146,-507,507,1,NO
1837,1496,1344,0.00798,-507,507,1,NO
1838,1455,1344,0.00956,-507,507,1,NO
1839,1356,1350,0.02786,-405,405,1,NO
1840,1458,1350,0.01424,-507,507,1,NO
1841,1480,1350,0.02742,-492,492,1,NO
1842,1522,1350,0.00741,-492,492,1,NO
1843,1498,1358,0.00349,-1786,1786,1,NO
1844,1368,1364,0.00705,-368,368,1,NO
1845,1428,1365,0.00312,-348,348,1,NO
1846,1478,1364,0.00689,-540,540,1,NO
1847,1490,1364,0.0036,-352,352,1,NO
1848,1491,1364,0.00358,-352,352,1,NO
1849,1509,1364,0.00796,-356,356,1,NO
1850,1427,1365,0.00312,-405,405,1,NO
1851,1508,1365,0.00824,-356,356,1,NO
1852,1484,1365,0.00373,-833,833,1,NO
1853,1457,1367,0.02791,-383,383,1,NO
1854,1413,1375,0.00932,-405,405,1,NO
1855,1494,1375,0.00486,-584,584,1,NO
1856,1412,1375,0.01011,-272,272,1,NO
1857,1453,1375,0.0046,-274,274,1,NO
