BusNo,BusName,BaseVoltage
2225,桂创新D1,115
2226,桂创新A1,11
2227,桂创新D2,115
2228,桂创新A2,11
2229,桂钦三21,230
2230,桂钦三22,230
2231,桂钦三G5,22
2232,桂白鹭50,525
2233,桂白鹭22,230
2234,桂白鹭D1,525
2235,桂白鹭Y1,35
2236,桂罗文21,230
2237,桂罗文22,230
2238,桂罗文11,115
2239,桂罗文D1,115
2240,桂罗文D2,115
2241,桂罗文A1,11
2242,桂罗文A2,11
2243,桂恒祥22,230
2244,桂恒祥11,115
2245,桂恒祥D1,115
2246,桂恒祥Y1,38.5
2247,桂龙牵21,230
2248,桂龙牵22,230
2249,桂凭牵21,230
2250,桂凭牵22,230
2251,桂碧竹D3,115
2252,桂碧竹A3,11
2253,桂定忠D3,115
2254,桂定忠Y3,35
2255,桂浔州G4,15.7
2256,桂浔州G5,15.7
2257,桂炼二22,230
2258,桂炼二21,230
2259,桂恒逸22,230
2260,桂武林22,230
2261,桂武林11,115
2262,桂武林D1,115
2263,桂武林A1,11
2264,桂凯歌D2,115
2265,桂凯歌Y2,35
2266,桂客家D2,115
2267,桂客家A2,11
2268,桂光坡G4,24
2269,桂锂电11,115
2270,桂锂电12,115
2271,桂北海G3,20
2272,桂北海G4,20
2273,桂建陶22,230
2274,桂建陶11,115
2275,桂建陶D1,115
2276,桂建陶A1,11
2277,桂建陶12,115
2278,桂建陶D2,115
2279,桂建陶A2,11
2280,桂港区21,230
2281,桂港区22,230
2282,桂覃东21,230
2283,桂覃东22,230
2284,桂覃东11,115
2285,桂覃东D1,115
2286,桂覃东A1,10.5
2287,桂安马22,230
2288,桂安马11,115
2289,桂安马D1,115
2290,桂安马A1,11
2291,桂伊岭21,230
2292,桂伊岭22,230
2293,桂伊岭11,115
2294,桂伊岭D1,115
2295,桂伊岭A1,10.5
2296,桂竹坪D2,35
2297,桂竹坪A2,11
2298,桂茶花D2,115
2299,桂茶花A2,11
2300,桂珊瑚22,230
2301,桂珊瑚11,115
2302,桂珊瑚D1,115
2303,桂珊瑚A1,11
2304,桂庆远D2,35
2305,桂庆远A2,10.5
2306,桂欧村D2,115
2307,桂欧村Y2,35
2308,桂里明D2,115
2309,桂里明A2,10.5
2310,桂武陵21,230
2311,桂武陵22,230
2312,桂武陵11,115
2313,桂武陵D1,115
2314,桂武陵A1,10.5
2315,桂永宁21,230
2316,桂永宁22,230
2317,桂永宁11,115
2318,桂永宁D1,115
2319,桂永宁D2,115
2320,桂永宁A1,10.5
2321,桂永宁A2,10.5
2322,桂漓江50,525
2323,桂漓江22,230
2324,桂漓江D2,525
2325,桂漓江D1,525
2326,桂漓江Y1,35
2327,桂漓江Y2,35
2328,桂宾光G1,0.4
2329,桂宾光22,230
2330,桂宾光35,38.5
2331,桂栾城G1,0.4
2332,桂栾城22,230
2333,桂栾城35,38.5
2334,桂暖阳G2,0.4
2335,桂晶创G2,0.4
2336,桂新福G1,0.69
2337,桂新福35,38.5
2338,桂新福11,115
2339,桂陈平G1,0.69
2340,桂陈平35,38.5
2341,桂陈平11,115
2342,桂坛勒G2,0.69
2343,桂洋桥G1,0.4
2344,桂洋桥11,115
2345,桂洋桥35,38.5
2346,桂那陈G1,0.4
2347,桂那陈11,115
2348,桂那陈35,38.5
2349,桂杆洞G1,0.69
2350,桂杆洞22,230
2351,桂杆洞35,38.5
2352,桂杆洞G2,0.69
2353,桂古砦G1,0.4
2354,桂古砦35,38.5
2355,桂古砦11,115
2356,桂白竹G1,0.69
2357,桂白竹22,230
2358,桂白竹35,38.5
2359,桂那刀G1,0.4
2360,桂那刀22,230
2361,桂那刀35,38.5
2362,桂象光G1,0.4
2363,桂象光22,230
2364,桂象光35,38.5
2365,桂侧岭G1,0.4
2366,桂侧岭11,115
2367,桂侧岭35,38.5
2368,桂蛮卷G1,0.4
2369,桂蛮卷11,115
2370,桂蛮卷35,38.5
2371,桂风门G2,0.69
2372,桂龙三G1,0.69
2373,桂龙三35,38.5
2374,桂龙三11,115
2375,桂龙源G1,0.69
2376,桂龙源35,38.5
2377,桂龙源11,115
2378,桂金源G1,0.69
2379,桂金源35,38.5
2380,桂金源11,115
2381,桂横山G2,0.4
2382,桂通威G2,0.4
2383,桂灵山G1,0.4
2384,桂灵山35,38.5
2385,桂灵山11,115
2386,桂兴风G1,0.69
2387,桂兴风22,230
2388,桂兴风35,38.5
2389,桂石湾G1,0.69
2390,桂石湾35,38.5
2391,桂石湾11,115
2392,桂乌家G1,0.69
2393,桂乌家35,38.5
2394,桂乌家11,115
2395,桂鲔丰G1,0.4
2396,桂鲔丰35,38.5
2397,桂鲔丰11,115
2398,桂潞城G1,0.69
2399,桂潞城G2,0.69
2400,桂潞城35,38.5
2401,桂潞城22,230
2402,桂定安G2,0.4
2403,桂逻沙G2,0.4
2404,桂江北G1,0.69
2405,桂江北35,38.5
2406,桂江北11,115
2407,桂羊加G1,0.69
2408,桂羊加35,38.5
2409,桂羊加11,115
2410,桂海城G1,0.69
2411,桂海城35,38.5
2412,桂海城11,115
2413,桂陆贝G1,0.69
2414,桂陆贝G2,0.4
2415,桂陆贝35,38.5
2416,桂陆贝22,230
2417,桂西江G1,0.4
2418,桂西江35,38.5
2419,桂西江11,115
2420,桂铜镬G1,0.69
2421,桂铜镬35,38.5
2422,桂铜镬11,115
2423,桂旺光G1,0.4
2424,桂旺光35,38.5
2425,桂旺光11,115
2426,桂板崇G1,0.4
2427,桂板崇35,38.5
2428,桂板崇22,230
2429,桂寨安G1,0.4
2430,桂寨安35,38.5
2431,桂寨安11,115
2432,桂牛二G1,0.69
2433,桂牛二35,38.5
2434,桂牛二11,115
2435,桂牛舍G1,0.4
2436,桂牛舍35,38.5
2437,桂牛舍11,115
2438,桂六光G1,0.4
2439,桂六光22,230
2440,桂六光35,38.5
2441,桂六风G2,0.69
2442,桂六风35,38.5
2443,桂茉光G1,0.4
2444,桂茉光22,230
2445,桂茉光35,38.5
2446,桂茉风G2,0.69
2447,桂茉风35,38.5
2448,桂三星G1,0.4
2449,桂三星22,230
2450,桂三星35,38.5
2451,桂三星G2,0.4
2452,桂三星G3,0.69
2453,桂三星G4,0.4
2454,桂百济G1,0.4
2455,桂百济22,230
2456,桂百济35,38.5
2457,桂百济G2,0.4
2458,桂太平G1,0.4
2459,桂太平22,230
2460,桂太平35,38.5
2461,桂百风G1,0.69
2462,桂百风35,38.5
2463,桂百风11,115
2464,桂凤风G1,0.69
2465,桂凤风35,38.5
2466,桂凤风11,115
2467,桂明阳G2,0.4
2468,桂伊源G4,0.69
2469,桂四荣G1,0.69
2470,桂四荣22,230
2471,桂四荣35,38.5
2472,桂四荣G2,0.69
2473,桂四荣G3,0.69
2474,桂四荣G4,0.69
2475,桂白云G1,0.69
2476,桂白云22,230
2477,桂白云35,38.5
2478,桂白云G2,0.69
2479,桂白云G3,0.4
2480,桂大岩G1,0.69
2481,桂大岩35,38.5
2482,桂大岩11,115
2483,桂独峒G1,0.69
2484,桂独峒35,38.5
2485,桂独峒11,115
2486,桂狮子G1,0.69
2487,桂狮子35,38.5
2488,桂狮子11,115
2489,桂黄冕G1,0.69
2490,桂黄冕35,38.5
2491,桂黄冕11,115
2492,桂八江G1,0.69
2493,桂八江35,38.5
2494,桂八江11,115
2495,桂金三G1,0.69
2496,桂金三22,230
2497,桂金三35,38.5
2498,桂阳火G1,0.69
2499,桂阳火22,230
2500,桂阳火35,38.5
2501,桂阳火G2,0.69
2502,桂阳火G3,0.69
2503,桂阳火G4,0.69
2504,桂殿堂G1,0.69
2505,桂殿堂35,38.5
2506,桂殿堂11,115
2507,桂严关G1,0.69
2508,桂严关35,38.5
2509,桂严关11,115
2510,桂青山G1,0.69
2511,桂青山35,38.5
2512,桂白石G1,0.69
2513,桂白石35,38.5
2514,桂白石11,115
2515,桂磨子G1,0.69
2516,桂磨子35,38.5
2517,桂象州G1,0.4
2518,桂象州22,230
2519,桂象州35,38.5
2520,桂百丈G2,0.69
2521,桂合群G1,0.69
2522,桂合群35,38.5
2523,桂合群11,115
2524,桂宿邓G2,0.69
2525,桂洛山G1,0.69
2526,桂洛山35,38.5
2527,桂洛山11,115
2528,桂沐恩G1,0.69
2529,桂沐恩35,38.5
2530,桂沐恩11,115
2531,桂石龙G1,0.4
2532,桂石龙22,230
2533,桂石龙35,38.5
2534,桂祥贝G1,0.4
2535,桂祥贝22,230
2536,桂祥贝35,38.5
2537,桂祥贝G2,0.4
2538,桂驯乐G1,0.4
2539,桂驯乐22,230
2540,桂驯乐35,38.5
2541,桂驯乐G2,0.4
2542,桂大光G1,0.4
2543,桂大光22,230
2544,桂大光35,38.5
2545,桂大光G2,0.4
2546,桂协合G1,0.69
2547,桂协合35,38.5
2548,桂协合11,115
2549,桂弄好G1,0.69
2550,桂弄好35,38.5
2551,桂弄好11,115
2552,桂天风G1,0.69
2553,桂天风35,38.5
2554,桂天风11,115
2555,桂不老G1,0.69
2556,桂不老35,38.5
2557,桂不老11,115
2558,桂那兵G1,0.69
2559,桂那兵35,38.5
2560,桂那兵11,115
2561,桂北宋G2,0.4
2562,桂四农G1,0.4
2563,桂四农35,38.5
2564,桂四农11,115
2565,桂宜州G1,0.4
2566,桂宜州35,38.5
2567,桂宜州11,115
2568,桂北牙G1,0.4
2569,桂北牙35,38.5
2570,桂北牙11,115
2571,桂拉才G1,0.4
2572,桂拉才35,38.5
2573,桂拉才11,115
2574,桂长江G1,0.4
2575,桂长江35,38.5
2576,桂长江11,115
2577,桂上思G1,0.4
2578,桂上思22,230
2579,桂上思35,38.5
2580,桂民海G2,0.4
2581,桂鑫奥G1,0.4
2582,桂鑫奥G2,0.4
2583,桂鑫奥22,230
2584,桂鑫奥35,38.5
2585,桂金安G2,0.4
2586,桂平陆G1,0.69
2587,桂平陆G2,0.4
2588,桂平陆22,230
2589,桂平陆35,38.5
2590,桂六炉G1,0.69
2591,桂六炉22,230
2592,桂六炉35,38.5
2593,桂官垌G1,0.69
2594,桂官垌22,230
2595,桂官垌35,38.5
2596,桂古道G1,0.69
2597,桂古道G2,0.69
2598,桂古道G3,0.69
2599,桂古道35,38.5
2600,桂古道11,115
2601,桂沙角G1,0.4
2602,桂沙角35,38.5
2603,桂沙角11,115
2604,桂中三G1,0.69
2605,桂中三35,38.5
2606,桂中三11,115
2607,桂五宁G1,0.69
2608,桂五宁35,38.5
2609,桂五宁11,115
2610,桂董永G1,0.69
2611,桂董永35,38.5
2612,桂董永11,115
2613,桂康岭G1,0.69
2614,桂康岭35,38.5
2615,桂康岭11,115
2616,桂岭门G1,0.69
2617,桂岭门35,38.5
2618,桂岭门11,115
2619,桂六硍G1,0.69
2620,桂六硍35,38.5
2621,桂六硍11,115
2622,桂吉隆G1,0.4
2623,桂吉隆35,38.5
2624,桂吉隆11,115
2625,桂陆光G1,0.4
2626,桂陆光22,230
2627,桂陆光35,38.5
2628,桂云飞G2,0.69
2629,桂凤屏G2,0.69
2630,桂宏景G2,0.69
2631,桂四方G2,0.69
2632,桂场安G2,0.4
2633,桂南康G1,0.69
2634,桂南康35,38.5
2635,桂南康11,115
2636,桂玉光G1,0.4
2637,桂玉光35,38.5
2638,桂玉光22,230
2639,桂桥圩G1,0.4
2640,桂桥圩35,38.5
2641,桂桥圩22,230
2642,桂高传G1,0.69
2643,桂高传35,38.5
2644,桂高传22,230
2645,桂高传G2,0.4
2646,桂大湾G1,0.4
2647,桂大湾35,38.5
2648,桂大湾22,230
2649,桂大湾G2,0.4
2650,桂大湾G3,0.4
2651,桂金沙G1,0.4
2652,桂金沙35,38.5
2653,桂金沙11,115
2654,桂思官G1,0.69
2655,桂思官35,38.5
2656,桂思官11,115
2657,桂木格G2,0.69
2658,桂东华G1,0.4
2659,桂东华35,38.5
2660,桂东华11,115
2661,桂庆丰G1,0.4
2662,桂庆丰35,38.5
2663,桂庆丰11,115
2664,桂东山G1,0.4
2665,桂东山35,38.5
2666,桂东山11,115
2667,桂莲山G1,0.69
2668,桂莲山35,38.5
2669,桂莲山22,230
2670,桂平光G1,0.4
2671,桂平光35,38.5
2672,桂平光22,230
2673,桂田能G1,0.69
2674,桂田能G2,0.4
2675,桂田能35,38.5
2676,桂田能22,230
2677,桂那帮G1,0.69
2678,桂那帮G2,0.69
2679,桂那帮35,38.5
2680,桂那帮22,230
2681,桂局平G1,0.4
2682,桂局平35,38.5
2683,桂局平11,115
2684,桂龙合G1,0.4
2685,桂龙合35,38.5
2686,桂龙合11,115
2687,桂和光G1,0.4
2688,桂和光G2,0.4
2689,桂和光35,38.5
2690,桂和光22,230
2691,桂天平G1,0.69
2692,桂天平G2,0.4
2693,桂天平35,38.5
2694,桂天平22,230
2695,桂六三G1,0.69
2696,桂六三35,38.5
2697,桂六三22,230
2698,桂岭脚G2,0.69
2699,桂同风G1,0.69
2700,桂同风35,38.5
2701,桂同风11,115
2702,桂三界G1,0.69
2703,桂三界35,38.5
2704,桂三界11,115
2705,桂新圩G1,0.4
2706,桂新圩35,38.5
2707,桂新圩11,115
2708,桂明梅G1,0.69
2709,桂明梅35,38.5
2710,桂明梅11,115
2711,桂石家G1,0.4
2712,桂牛背G1,0.4
2713,桂牛背35,38.5
2714,桂牛背11,115
2715,桂崇江G1,0.4
2716,桂崇江35,38.5
2717,桂崇江22,230
2718,桂中原G1,0.4
2719,桂中原35,38.5
2720,桂中原22,230
2721,桂昌平G1,0.4
2722,桂昌平35,38.5
2723,桂昌平22,230
2724,桂江南G1,0.4
2725,桂江南35,38.5
2726,桂江南22,230
2727,桂崇龙G1,0.69
2728,桂崇龙35,38.5
2729,桂崇龙11,115
2730,桂大青G1,0.69
2731,桂大青35,38.5
2732,桂大青11,115
2733,桂把荷G1,0.69
2734,桂把荷35,38.5
2735,桂把荷11,115
2736,桂响水G1,0.4
2737,桂响水35,38.5
2738,桂响水11,115
