BusNo,BusName,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96
2353,B214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162493,-0.0947672,-0.1259015,-0.1434846,-0.1800455,-0.1814097,-0.3790383,-0.4629524,-0.2071175,-0.4616185,-0.8000337,-0.7160893,-0.6822568,-0.3979857,-0.3695495,-0.8514796,-0.9516429,-1.1533339,-1.341504,-1.3320455,-1.2318518,-1.4010745,-1.4511562,-1.1235638,-0.9232067,-1.2751731,-1.0274627,-1.1479377,-1.4619789,-1.3388059,-1.8599646,-0.5455326,-1.5107267,-0.72288,-0.4372446,-0.3668514,-0.3682156,-0.1881701,-0.2477103,-0.2639596,-0.239616,-0.2084817,-0.1976286,-0.0879764,-0.1610981,-0.1096522,-0.0324985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2356,B215,-0.7443443,-0.7066017,-0.7083443,-0.6147548,-0.6767791,-0.6071791,-0.4305913,-0.4022922,-0.4701287,-0.5483896,-0.5932383,-0.5080487,-0.4949843,-0.5608487,-0.501673,-0.4764209,-0.4805009,-0.4462539,-0.3568591,-0.3152661,-0.310487,-0.3088591,-0.247127,-0.2429739,-0.2661078,-0.3144313,-0.4597043,-0.5241183,-0.5733391,-0.7529009,-0.7633461,-0.7566678,-0.7821496,-0.8626643,-0.866567,-0.7627304,-0.6935374,-0.73608,-0.6989113,-0.5418678,-0.5943652,-0.6297913,-0.6453496,-0.5733809,-0.7024278,-0.7128209,-0.5880313,-0.5499235,-0.476807,-0.4604348,-0.4986887,-0.5702817,-0.586727,-0.6182922,-0.4736661,-0.3488243,-0.4178817,-0.4016661,-0.5605983,-0.5857357,-0.5220522,-0.5995096,-0.5083513,-0.4447096,-0.6597704,-0.78096,-0.6703304,-0.6155791,-0.6275896,-0.6713843,-0.623593,-0.5838574,-0.6109148,-0.694393,-0.6677322,-0.9483757,-1.1941043,-1.0765461,-0.9204,-0.9017113,-0.7376348,-0.9857322,-1.0505113,-1.305767,-1.5178643,-1.5551478,-1.4202991,-1.3340974,-1.1425043,-1.0909878,-1.0192487,-1.0222122,-0.9597913,-0.9566713,-1.000007,-0.9550643
2359,B216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191832,-0.1118779,-0.1486337,-0.1693916,-0.2125537,-0.2141642,-0.4474758,-0.5465411,-0.2445137,-0.5449663,-0.9444842,-0.8453832,-0.8054421,-0.4698442,-0.4362737,-1.0052189,-1.1234674,-1.3615747,-1.58372,-1.5725537,-1.4542695,-1.6540463,-1.7131705,-1.3264295,-1.0898968,-1.5054126,-1.2129768,-1.3552042,-1.7259474,-1.5805347,-2.1957916,-0.6440316,-1.7834968,-0.8534,-0.5161916,-0.4330884,-0.4346989,-0.2221453,-0.2924358,-0.3116189,-0.28288,-0.2461242,-0.2333116,-0.1038611,-0.1901853,-0.1294505,-0.0383663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,B217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135411,-0.0789726,-0.1049179,-0.1195705,-0.1500379,-0.1511747,-0.3158653,-0.3857937,-0.1725979,-0.3846821,-0.6666947,-0.5967411,-0.5685474,-0.3316547,-0.3079579,-0.7095663,-0.7930358,-0.9611116,-1.11792,-1.1100379,-1.0265432,-1.1675621,-1.2092968,-0.9363032,-0.7693389,-1.0626442,-0.8562189,-0.9566147,-1.2183158,-1.1156716,-1.5499705,-0.4546105,-1.2589389,-0.6024,-0.3643705,-0.3057095,-0.3068463,-0.1568084,-0.2064253,-0.2199663,-0.19968,-0.1737347,-0.1646905,-0.0733137,-0.1342484,-0.0913768,-0.0270821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,B218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0049651,-0.0289566,-0.0384699,-0.0438425,-0.0550139,-0.0554307,-0.1158173,-0.1414577,-0.0632859,-0.1410501,-0.2444547,-0.2188051,-0.2084674,-0.1216067,-0.1129179,-0.2601743,-0.2907798,-0.3524076,-0.409904,-0.4070139,-0.3763992,-0.4281061,-0.4434088,-0.3433112,-0.2820909,-0.3896362,-0.3139469,-0.3507587,-0.4467158,-0.4090796,-0.5683225,-0.1666905,-0.4616109,-0.22088,-0.1336025,-0.1120935,-0.1125103,-0.0574964,-0.0756893,-0.0806543,-0.073216,-0.0637027,-0.0603865,-0.0268817,-0.0492244,-0.0335048,-0.0099301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,B219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112842,-0.0658105,-0.0874316,-0.0996421,-0.1250316,-0.1259789,-0.2632211,-0.3214947,-0.1438316,-0.3205684,-0.5555789,-0.4972842,-0.4737895,-0.2763789,-0.2566316,-0.5913053,-0.6608632,-0.8009263,-0.9316,-0.9250316,-0.8554526,-0.9729684,-1.0077474,-0.7802526,-0.6411158,-0.8855368,-0.7135158,-0.7971789,-1.0152632,-0.9297263,-1.2916421,-0.3788421,-1.0491158,-0.502,-0.3036421,-0.2547579,-0.2557053,-0.1306737,-0.1720211,-0.1833053,-0.1664,-0.1447789,-0.1372421,-0.0610947,-0.1118737,-0.0761474,-0.0225684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,B220,-1.2405739,-1.1776696,-1.1805739,-1.0245913,-1.1279652,-1.0119652,-0.7176522,-0.670487,-0.7835478,-0.9139826,-0.9887304,-0.8467478,-0.8249739,-0.9347478,-0.8361217,-0.7940348,-0.8008348,-0.7437565,-0.5947652,-0.5254435,-0.5174783,-0.5147652,-0.4118783,-0.4049565,-0.443513,-0.5240522,-0.7661739,-0.8735304,-0.9555652,-1.2548348,-1.2722435,-1.261113,-1.3035826,-1.4377739,-1.4442783,-1.2712174,-1.1558957,-1.2268,-1.1648522,-0.903113,-0.9906087,-1.0496522,-1.0755826,-0.9556348,-1.170713,-1.1880348,-0.9800522,-0.9165391,-0.7946783,-0.7673913,-0.8311478,-0.9504696,-0.9778783,-1.030487,-0.7894435,-0.5813739,-0.6964696,-0.6694435,-0.9343304,-0.9762261,-0.870087,-0.9991826,-0.8472522,-0.7411826,-1.0996174,-1.3016,-1.1172174,-1.0259652,-1.0459826,-1.1189739,-1.0393217,-0.9730957,-1.0181913,-1.1573217,-1.112887,-1.5806261,-1.9901739,-1.7942435,-1.534,-1.5028522,-1.2293913,-1.642887,-1.7508522,-2.1762783,-2.5297739,-2.591913,-2.3671652,-2.2234957,-1.9041739,-1.818313,-1.6987478,-1.703687,-1.5996522,-1.5944522,-1.6666783,-1.5917739
2372,B221,-1.2405739,-1.1776696,-1.1805739,-1.0245913,-1.1279652,-1.0119652,-0.7176522,-0.670487,-0.7835478,-0.9139826,-0.9887304,-0.8467478,-0.8249739,-0.9347478,-0.8361217,-0.7940348,-0.8008348,-0.7437565,-0.5947652,-0.5254435,-0.5174783,-0.5147652,-0.4118783,-0.4049565,-0.443513,-0.5240522,-0.7661739,-0.8735304,-0.9555652,-1.2548348,-1.2722435,-1.261113,-1.3035826,-1.4377739,-1.4442783,-1.2712174,-1.1558957,-1.2268,-1.1648522,-0.903113,-0.9906087,-1.0496522,-1.0755826,-0.9556348,-1.170713,-1.1880348,-0.9800522,-0.9165391,-0.7946783,-0.7673913,-0.8311478,-0.9504696,-0.9778783,-1.030487,-0.7894435,-0.5813739,-0.6964696,-0.6694435,-0.9343304,-0.9762261,-0.870087,-0.9991826,-0.8472522,-0.7411826,-1.0996174,-1.3016,-1.1172174,-1.0259652,-1.0459826,-1.1189739,-1.0393217,-0.9730957,-1.0181913,-1.1573217,-1.112887,-1.5806261,-1.9901739,-1.7942435,-1.534,-1.5028522,-1.2293913,-1.642887,-1.7508522,-2.1762783,-2.5297739,-2.591913,-2.3671652,-2.2234957,-1.9041739,-1.818313,-1.6987478,-1.703687,-1.5996522,-1.5944522,-1.6666783,-1.5917739
2375,B222,-1.2405739,-1.1776696,-1.1805739,-1.0245913,-1.1279652,-1.0119652,-0.7176522,-0.670487,-0.7835478,-0.9139826,-0.9887304,-0.8467478,-0.8249739,-0.9347478,-0.8361217,-0.7940348,-0.8008348,-0.7437565,-0.5947652,-0.5254435,-0.5174783,-0.5147652,-0.4118783,-0.4049565,-0.443513,-0.5240522,-0.7661739,-0.8735304,-0.9555652,-1.2548348,-1.2722435,-1.261113,-1.3035826,-1.4377739,-1.4442783,-1.2712174,-1.1558957,-1.2268,-1.1648522,-0.903113,-0.9906087,-1.0496522,-1.0755826,-0.9556348,-1.170713,-1.1880348,-0.9800522,-0.9165391,-0.7946783,-0.7673913,-0.8311478,-0.9504696,-0.9778783,-1.030487,-0.7894435,-0.5813739,-0.6964696,-0.6694435,-0.9343304,-0.9762261,-0.870087,-0.9991826,-0.8472522,-0.7411826,-1.0996174,-1.3016,-1.1172174,-1.0259652,-1.0459826,-1.1189739,-1.0393217,-0.9730957,-1.0181913,-1.1573217,-1.112887,-1.5806261,-1.9901739,-1.7942435,-1.534,-1.5028522,-1.2293913,-1.642887,-1.7508522,-2.1762783,-2.5297739,-2.591913,-2.3671652,-2.2234957,-1.9041739,-1.818313,-1.6987478,-1.703687,-1.5996522,-1.5944522,-1.6666783,-1.5917739
2378,B223,-1.6127461,-1.5309704,-1.5347461,-1.3319687,-1.4663548,-1.3155548,-0.9329478,-0.871633,-1.0186122,-1.1881774,-1.2853496,-1.1007722,-1.0724661,-1.2151722,-1.0869583,-1.0322452,-1.0410852,-0.9668835,-0.7731948,-0.6830765,-0.6727217,-0.6691948,-0.5354417,-0.5264435,-0.576567,-0.6812678,-0.9960261,-1.1355896,-1.2422348,-1.6312852,-1.6539165,-1.639447,-1.6946574,-1.8691061,-1.8775617,-1.6525826,-1.5026643,-1.59484,-1.5143078,-1.174047,-1.2877913,-1.3645478,-1.3982574,-1.2423252,-1.521927,-1.5444452,-1.2740678,-1.1915009,-1.0330817,-0.9976087,-1.0804922,-1.2356104,-1.2712417,-1.339633,-1.0262765,-0.7557861,-0.9054104,-0.8702765,-1.2146296,-1.2690939,-1.131113,-1.2989374,-1.1014278,-0.9635374,-1.4295026,-1.69208,-1.4523826,-1.3337548,-1.3597774,-1.4546661,-1.3511183,-1.2650243,-1.3236487,-1.5045183,-1.446753,-2.0548139,-2.5872261,-2.3325165,-1.9942,-1.9537078,-1.5982087,-2.135753,-2.2761078,-2.8291617,-3.2887061,-3.369487,-3.0773148,-2.8905443,-2.4754261,-2.363807,-2.2083722,-2.214793,-2.0795478,-2.0727878,-2.1666817,-2.0693061
2381,B224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0090274,-0.0526484,-0.0699453,-0.0797137,-0.1000253,-0.1007832,-0.2105768,-0.2571958,-0.1150653,-0.2564547,-0.4444632,-0.3978274,-0.3790316,-0.2211032,-0.2053053,-0.4730442,-0.5286905,-0.6407411,-0.74528,-0.7400253,-0.6843621,-0.7783747,-0.8061979,-0.6242021,-0.5128926,-0.7084295,-0.5708126,-0.6377432,-0.8122105,-0.7437811,-1.0333137,-0.3030737,-0.8392926,-0.4016,-0.2429137,-0.2038063,-0.2045642,-0.1045389,-0.1376168,-0.1466442,-0.13312,-0.1158232,-0.1097937,-0.0488758,-0.0894989,-0.0609179,-0.0180547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2382,B225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225684,-0.1316211,-0.1748632,-0.1992842,-0.2500632,-0.2519579,-0.5264421,-0.6429895,-0.2876632,-0.6411368,-1.1111579,-0.9945684,-0.9475789,-0.5527579,-0.5132632,-1.1826105,-1.3217263,-1.6018526,-1.8632,-1.8500632,-1.7109053,-1.9459368,-2.0154947,-1.5605053,-1.2822316,-1.7710737,-1.4270316,-1.5943579,-2.0305263,-1.8594526,-2.5832842,-0.7576842,-2.0982316,-1.004,-0.6072842,-0.5095158,-0.5114105,-0.2613474,-0.3440421,-0.3666105,-0.3328,-0.2895579,-0.2744842,-0.1221895,-0.2237474,-0.1522947,-0.0451368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,B226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225684,-0.1316211,-0.1748632,-0.1992842,-0.2500632,-0.2519579,-0.5264421,-0.6429895,-0.2876632,-0.6411368,-1.1111579,-0.9945684,-0.9475789,-0.5527579,-0.5132632,-1.1826105,-1.3217263,-1.6018526,-1.8632,-1.8500632,-1.7109053,-1.9459368,-2.0154947,-1.5605053,-1.2822316,-1.7710737,-1.4270316,-1.5943579,-2.0305263,-1.8594526,-2.5832842,-0.7576842,-2.0982316,-1.004,-0.6072842,-0.5095158,-0.5114105,-0.2613474,-0.3440421,-0.3666105,-0.3328,-0.2895579,-0.2744842,-0.1221895,-0.2237474,-0.1522947,-0.0451368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,B227,-1.6127461,-1.5309704,-1.5347461,-1.3319687,-1.4663548,-1.3155548,-0.9329478,-0.871633,-1.0186122,-1.1881774,-1.2853496,-1.1007722,-1.0724661,-1.2151722,-1.0869583,-1.0322452,-1.0410852,-0.9668835,-0.7731948,-0.6830765,-0.6727217,-0.6691948,-0.5354417,-0.5264435,-0.576567,-0.6812678,-0.9960261,-1.1355896,-1.2422348,-1.6312852,-1.6539165,-1.639447,-1.6946574,-1.8691061,-1.8775617,-1.6525826,-1.5026643,-1.59484,-1.5143078,-1.174047,-1.2877913,-1.3645478,-1.3982574,-1.2423252,-1.521927,-1.5444452,-1.2740678,-1.1915009,-1.0330817,-0.9976087,-1.0804922,-1.2356104,-1.2712417,-1.339633,-1.0262765,-0.7557861,-0.9054104,-0.8702765,-1.2146296,-1.2690939,-1.131113,-1.2989374,-1.1014278,-0.9635374,-1.4295026,-1.69208,-1.4523826,-1.3337548,-1.3597774,-1.4546661,-1.3511183,-1.2650243,-1.3236487,-1.5045183,-1.446753,-2.0548139,-2.5872261,-2.3325165,-1.9942,-1.9537078,-1.5982087,-2.135753,-2.2761078,-2.8291617,-3.2887061,-3.369487,-3.0773148,-2.8905443,-2.4754261,-2.363807,-2.2083722,-2.214793,-2.0795478,-2.0727878,-2.1666817,-2.0693061
2389,B228,-0.620287,-0.5888348,-0.590287,-0.5122957,-0.5639826,-0.5059826,-0.3588261,-0.3352435,-0.3917739,-0.4569913,-0.4943652,-0.4233739,-0.412487,-0.4673739,-0.4180609,-0.3970174,-0.4004174,-0.3718783,-0.2973826,-0.2627217,-0.2587391,-0.2573826,-0.2059391,-0.2024783,-0.2217565,-0.2620261,-0.383087,-0.4367652,-0.4777826,-0.6274174,-0.6361217,-0.6305565,-0.6517913,-0.718887,-0.7221391,-0.6356087,-0.5779478,-0.6134,-0.5824261,-0.4515565,-0.4953043,-0.5248261,-0.5377913,-0.4778174,-0.5853565,-0.5940174,-0.4900261,-0.4582696,-0.3973391,-0.3836957,-0.4155739,-0.4752348,-0.4889391,-0.5152435,-0.3947217,-0.290687,-0.3482348,-0.3347217,-0.4671652,-0.488113,-0.4350435,-0.4995913,-0.4236261,-0.3705913,-0.5498087,-0.6508,-0.5586087,-0.5129826,-0.5229913,-0.559487,-0.5196609,-0.4865478,-0.5090957,-0.5786609,-0.5564435,-0.790313,-0.995087,-0.8971217,-0.767,-0.7514261,-0.6146957,-0.8214435,-0.8754261,-1.0881391,-1.264887,-1.2959565,-1.1835826,-1.1117478,-0.952087,-0.9091565,-0.8493739,-0.8518435,-0.7998261,-0.7972261,-0.8333391,-0.795887
2392,B229,-0.620287,-0.5888348,-0.590287,-0.5122957,-0.5639826,-0.5059826,-0.3588261,-0.3352435,-0.3917739,-0.4569913,-0.4943652,-0.4233739,-0.412487,-0.4673739,-0.4180609,-0.3970174,-0.4004174,-0.3718783,-0.2973826,-0.2627217,-0.2587391,-0.2573826,-0.2059391,-0.2024783,-0.2217565,-0.2620261,-0.383087,-0.4367652,-0.4777826,-0.6274174,-0.6361217,-0.6305565,-0.6517913,-0.718887,-0.7221391,-0.6356087,-0.5779478,-0.6134,-0.5824261,-0.4515565,-0.4953043,-0.5248261,-0.5377913,-0.4778174,-0.5853565,-0.5940174,-0.4900261,-0.4582696,-0.3973391,-0.3836957,-0.4155739,-0.4752348,-0.4889391,-0.5152435,-0.3947217,-0.290687,-0.3482348,-0.3347217,-0.4671652,-0.488113,-0.4350435,-0.4995913,-0.4236261,-0.3705913,-0.5498087,-0.6508,-0.5586087,-0.5129826,-0.5229913,-0.559487,-0.5196609,-0.4865478,-0.5090957,-0.5786609,-0.5564435,-0.790313,-0.995087,-0.8971217,-0.767,-0.7514261,-0.6146957,-0.8214435,-0.8754261,-1.0881391,-1.264887,-1.2959565,-1.1835826,-1.1117478,-0.952087,-0.9091565,-0.8493739,-0.8518435,-0.7998261,-0.7972261,-0.8333391,-0.795887
2395,B230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112842,-0.0658105,-0.0874316,-0.0996421,-0.1250316,-0.1259789,-0.2632211,-0.3214947,-0.1438316,-0.3205684,-0.5555789,-0.4972842,-0.4737895,-0.2763789,-0.2566316,-0.5913053,-0.6608632,-0.8009263,-0.9316,-0.9250316,-0.8554526,-0.9729684,-1.0077474,-0.7802526,-0.6411158,-0.8855368,-0.7135158,-0.7971789,-1.0152632,-0.9297263,-1.2916421,-0.3788421,-1.0491158,-0.502,-0.3036421,-0.2547579,-0.2557053,-0.1306737,-0.1720211,-0.1833053,-0.1664,-0.1447789,-0.1372421,-0.0610947,-0.1118737,-0.0761474,-0.0225684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,B231,-1.8608609,-1.7665043,-1.7708609,-1.536887,-1.6919478,-1.5179478,-1.0764783,-1.0057304,-1.1753217,-1.3709739,-1.4830957,-1.2701217,-1.2374609,-1.4021217,-1.2541826,-1.1910522,-1.2012522,-1.1156348,-0.8921478,-0.7881652,-0.7762174,-0.7721478,-0.6178174,-0.6074348,-0.6652696,-0.7860783,-1.1492609,-1.3102957,-1.4333478,-1.8822522,-1.9083652,-1.8916696,-1.9553739,-2.1566609,-2.1664174,-1.9068261,-1.7338435,-1.8402,-1.7472783,-1.3546696,-1.485913,-1.5744783,-1.6133739,-1.4334522,-1.7560696,-1.7820522,-1.4700783,-1.3748087,-1.1920174,-1.151087,-1.2467217,-1.4257043,-1.4668174,-1.5457304,-1.1841652,-0.8720609,-1.0447043,-1.0041652,-1.4014957,-1.4643391,-1.3051304,-1.4987739,-1.2708783,-1.1117739,-1.6494261,-1.9524,-1.6758261,-1.5389478,-1.5689739,-1.6784609,-1.5589826,-1.4596435,-1.527287,-1.7359826,-1.6693304,-2.3709391,-2.9852609,-2.6913652,-2.301,-2.2542783,-1.844087,-2.4643304,-2.6262783,-3.2644174,-3.7946609,-3.8878696,-3.5507478,-3.3352435,-2.8562609,-2.7274696,-2.5481217,-2.5555304,-2.3994783,-2.3916783,-2.5000174,-2.3876609
2399,B232,-1.2405739,-1.1776696,-1.1805739,-1.0245913,-1.1279652,-1.0119652,-0.7176522,-0.670487,-0.7835478,-0.9139826,-0.9887304,-0.8467478,-0.8249739,-0.9347478,-0.8361217,-0.7940348,-0.8008348,-0.7437565,-0.5947652,-0.5254435,-0.5174783,-0.5147652,-0.4118783,-0.4049565,-0.443513,-0.5240522,-0.7661739,-0.8735304,-0.9555652,-1.2548348,-1.2722435,-1.261113,-1.3035826,-1.4377739,-1.4442783,-1.2712174,-1.1558957,-1.2268,-1.1648522,-0.903113,-0.9906087,-1.0496522,-1.0755826,-0.9556348,-1.170713,-1.1880348,-0.9800522,-0.9165391,-0.7946783,-0.7673913,-0.8311478,-0.9504696,-0.9778783,-1.030487,-0.7894435,-0.5813739,-0.6964696,-0.6694435,-0.9343304,-0.9762261,-0.870087,-0.9991826,-0.8472522,-0.7411826,-1.0996174,-1.3016,-1.1172174,-1.0259652,-1.0459826,-1.1189739,-1.0393217,-0.9730957,-1.0181913,-1.1573217,-1.112887,-1.5806261,-1.9901739,-1.7942435,-1.534,-1.5028522,-1.2293913,-1.642887,-1.7508522,-2.1762783,-2.5297739,-2.591913,-2.3671652,-2.2234957,-1.9041739,-1.818313,-1.6987478,-1.703687,-1.5996522,-1.5944522,-1.6666783,-1.5917739
2402,B233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0090274,-0.0526484,-0.0699453,-0.0797137,-0.1000253,-0.1007832,-0.2105768,-0.2571958,-0.1150653,-0.2564547,-0.4444632,-0.3978274,-0.3790316,-0.2211032,-0.2053053,-0.4730442,-0.5286905,-0.6407411,-0.74528,-0.7400253,-0.6843621,-0.7783747,-0.8061979,-0.6242021,-0.5128926,-0.7084295,-0.5708126,-0.6377432,-0.8122105,-0.7437811,-1.0333137,-0.3030737,-0.8392926,-0.4016,-0.2429137,-0.2038063,-0.2045642,-0.1045389,-0.1376168,-0.1466442,-0.13312,-0.1158232,-0.1097937,-0.0488758,-0.0894989,-0.0609179,-0.0180547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,B234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0045137,-0.0263242,-0.0349726,-0.0398568,-0.0500126,-0.0503916,-0.1052884,-0.1285979,-0.0575326,-0.1282274,-0.2222316,-0.1989137,-0.1895158,-0.1105516,-0.1026526,-0.2365221,-0.2643453,-0.3203705,-0.37264,-0.3700126,-0.3421811,-0.3891874,-0.4030989,-0.3121011,-0.2564463,-0.3542147,-0.2854063,-0.3188716,-0.4061053,-0.3718905,-0.5166568,-0.1515368,-0.4196463,-0.2008,-0.1214568,-0.1019032,-0.1022821,-0.0522695,-0.0688084,-0.0733221,-0.06656,-0.0579116,-0.0548968,-0.0244379,-0.0447495,-0.0304589,-0.0090274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,B235,-1.2405739,-1.1776696,-1.1805739,-1.0245913,-1.1279652,-1.0119652,-0.7176522,-0.670487,-0.7835478,-0.9139826,-0.9887304,-0.8467478,-0.8249739,-0.9347478,-0.8361217,-0.7940348,-0.8008348,-0.7437565,-0.5947652,-0.5254435,-0.5174783,-0.5147652,-0.4118783,-0.4049565,-0.443513,-0.5240522,-0.7661739,-0.8735304,-0.9555652,-1.2548348,-1.2722435,-1.261113,-1.3035826,-1.4377739,-1.4442783,-1.2712174,-1.1558957,-1.2268,-1.1648522,-0.903113,-0.9906087,-1.0496522,-1.0755826,-0.9556348,-1.170713,-1.1880348,-0.9800522,-0.9165391,-0.7946783,-0.7673913,-0.8311478,-0.9504696,-0.9778783,-1.030487,-0.7894435,-0.5813739,-0.6964696,-0.6694435,-0.9343304,-0.9762261,-0.870087,-0.9991826,-0.8472522,-0.7411826,-1.0996174,-1.3016,-1.1172174,-1.0259652,-1.0459826,-1.1189739,-1.0393217,-0.9730957,-1.0181913,-1.1573217,-1.112887,-1.5806261,-1.9901739,-1.7942435,-1.534,-1.5028522,-1.2293913,-1.642887,-1.7508522,-2.1762783,-2.5297739,-2.591913,-2.3671652,-2.2234957,-1.9041739,-1.818313,-1.6987478,-1.703687,-1.5996522,-1.5944522,-1.6666783,-1.5917739
2407,B236,-1.2405739,-1.1776696,-1.1805739,-1.0245913,-1.1279652,-1.0119652,-0.7176522,-0.670487,-0.7835478,-0.9139826,-0.9887304,-0.8467478,-0.8249739,-0.9347478,-0.8361217,-0.7940348,-0.8008348,-0.7437565,-0.5947652,-0.5254435,-0.5174783,-0.5147652,-0.4118783,-0.4049565,-0.443513,-0.5240522,-0.7661739,-0.8735304,-0.9555652,-1.2548348,-1.2722435,-1.261113,-1.3035826,-1.4377739,-1.4442783,-1.2712174,-1.1558957,-1.2268,-1.1648522,-0.903113,-0.9906087,-1.0496522,-1.0755826,-0.9556348,-1.170713,-1.1880348,-0.9800522,-0.9165391,-0.7946783,-0.7673913,-0.8311478,-0.9504696,-0.9778783,-1.030487,-0.7894435,-0.5813739,-0.6964696,-0.6694435,-0.9343304,-0.9762261,-0.870087,-0.9991826,-0.8472522,-0.7411826,-1.0996174,-1.3016,-1.1172174,-1.0259652,-1.0459826,-1.1189739,-1.0393217,-0.9730957,-1.0181913,-1.1573217,-1.112887,-1.5806261,-1.9901739,-1.7942435,-1.534,-1.5028522,-1.2293913,-1.642887,-1.7508522,-2.1762783,-2.5297739,-2.591913,-2.3671652,-2.2234957,-1.9041739,-1.818313,-1.6987478,-1.703687,-1.5996522,-1.5944522,-1.6666783,-1.5917739
2410,B237,-0.8684017,-0.8243687,-0.8264017,-0.7172139,-0.7895757,-0.7083757,-0.5023565,-0.4693409,-0.5484835,-0.6397878,-0.6921113,-0.5927235,-0.5774817,-0.6543235,-0.5852852,-0.5558243,-0.5605843,-0.5206296,-0.4163357,-0.3678104,-0.3622348,-0.3603357,-0.2883148,-0.2834696,-0.3104591,-0.3668365,-0.5363217,-0.6114713,-0.6688957,-0.8783843,-0.8905704,-0.8827791,-0.9125078,-1.0064417,-1.0109948,-0.8898522,-0.809127,-0.85876,-0.8153965,-0.6321791,-0.6934261,-0.7347565,-0.7529078,-0.6689443,-0.8194991,-0.8316243,-0.6860365,-0.6415774,-0.5562748,-0.5371739,-0.5818035,-0.6653287,-0.6845148,-0.7213409,-0.5526104,-0.4069617,-0.4875287,-0.4686104,-0.6540313,-0.6833583,-0.6090609,-0.6994278,-0.5930765,-0.5188278,-0.7697322,-0.91112,-0.7820522,-0.7181757,-0.7321878,-0.7832817,-0.7275252,-0.681167,-0.7127339,-0.8101252,-0.7790209,-1.1064383,-1.3931217,-1.2559704,-1.0738,-1.0519965,-0.8605739,-1.1500209,-1.2255965,-1.5233948,-1.7708417,-1.8143391,-1.6570157,-1.556447,-1.3329217,-1.2728191,-1.1891235,-1.1925809,-1.1197565,-1.1161165,-1.1666748,-1.1142417
