genName,BusId,pmax,pmin,init_output,init_state_time,MinOnTime,MinOffTime,ColdStartTime,ramp_up,ramp_down,startup_times,hot_start,cold_start,min_cost,segments,segment1,segment2,segment3,segment4,segment5,segment6,segment7,segment8,segment9,segment10,segment11,cost1,cost2,cost3,cost4,cost5,cost6,cost7,cost8,cost9,cost10,zone,Pstart,Pshut
251,1719,1.71,0,0,-24,1,1,2,1.2,1.2,-,1.91,1.91,0,1,0,1.71,0,0,0,,,,,,,0,0,0,0,,,,,,,-,1.71,1.2
252,2268,1.71,0,0,-24,1,1,2,1.2,1.2,-,1.85,1.85,0,1,0,1.71,0,0,0,,,,,,,0,0,0,0,,,,,,,-,1.71,1.2
253,1550,1.7,0,0,-24,1,1,2,1.22,1.22,-,1.69,1.69,107.0941379,1,0,1.7,0,0,0,,,,,,,1.070941379,0,0,0,,,,,,,-,1.7,1.22
254,1758,1.678284868,0,0,-24,1,1,2,1.18,1.18,-,0.57,0.57,41.14163462,1,0,1.678284868,0,0,0,,,,,,,0.411416346,0,0,0,,,,,,,-,1.678284868,1.18
255,2225,1.535346059,0,0,-24,1,1,2,1.1,1.1,-,0,0,23.59701568,1,0,1.535346059,0,0,0,,,,,,,0.235970157,0,0,0,,,,,,,-,1.535346059,1.1
256,1620,1.53100616,0,0,-24,1,1,2,1.1,1.1,-,0,0,29.12296241,1,0,1.53100616,0,0,0,,,,,,,0.291229624,0,0,0,,,,,,,-,1.53100616,1.1
257,1627,1.525680805,0,0,-24,1,1,2,1.11,1.11,-,0,0,36.08683232,1,0,1.525680805,0,0,0,,,,,,,0.360868323,0,0,0,,,,,,,-,1.525680805,1.11
258,580,1.523995329,0,0,-24,1,1,2,1.09,1.09,-,0,0,21.20101465,1,0,1.523995329,0,0,0,,,,,,,0.212010147,0,0,0,,,,,,,-,1.523995329,1.09
259,2218,1.446838965,0,0,-24,1,1,2,1.02,1.02,-,0,0,17.06434535,1,0,1.446838965,0,0,0,,,,,,,0.170643454,0,0,0,,,,,,,-,1.446838965,1.02
260,2278,1.439015247,0,0,-24,1,1,2,1.04,1.04,-,0,0,24.78004963,1,0,1.439015247,0,0,0,,,,,,,0.247800496,0,0,0,,,,,,,-,1.439015247,1.04
261,334,1.437688885,0,0,-24,1,1,2,1.04,1.04,-,0,0,21.21421927,1,0,1.437688885,0,0,0,,,,,,,0.212142193,0,0,0,,,,,,,-,1.437688885,1.04
262,1799,1.435274856,0,0,-24,1,1,2,1.03,1.03,-,0,0,23.5829795,1,0,1.435274856,0,0,0,,,,,,,0.235829795,0,0,0,,,,,,,-,1.435274856,1.03
263,1960,1.433774537,0,0,-24,1,1,2,1.04,1.04,-,0,0,25.5941244,1,0,1.433774537,0,0,0,,,,,,,0.255941244,0,0,0,,,,,,,-,1.433774537,1.04
264,1894,1.430818962,0,0,-24,1,1,2,1.03,1.03,-,0,0,29.66590354,1,0,1.430818962,0,0,0,,,,,,,0.296659035,0,0,0,,,,,,,-,1.430818962,1.03
265,314,1.430143881,0,0,-24,1,1,2,1.04,1.04,-,0,0,34.3566313,1,0,1.430143881,0,0,0,,,,,,,0.343566313,0,0,0,,,,,,,-,1.430143881,1.04
266,359,1.43,0,0,-24,1,1,2,1.02,1.02,-,0,0,10.07475828,1,0,1.43,0,0,0,,,,,,,0.100747583,0,0,0,,,,,,,-,1.43,1.02
267,1349,1.42,0,0,-24,1,1,2,1,1,-,0,0,22.56926746,1,0,1.42,0,0,0,,,,,,,0.225692675,0,0,0,,,,,,,-,1.42,1
268,615,1.345309261,0,0,-24,1,1,2,0.95,0.95,-,0,0,20.36743163,1,0,1.345309261,0,0,0,,,,,,,0.203674316,0,0,0,,,,,,,-,1.345309261,0.95
269,1325,1.342113306,0,0,-24,1,1,2,0.95,0.95,-,0,0,10.13148156,1,0,1.342113306,0,0,0,,,,,,,0.101314816,0,0,0,,,,,,,-,1.342113306,0.95
270,1730,1.341744691,0,0,-24,1,1,2,0.97,0.97,-,0,0,29.5585374,1,0,1.341744691,0,0,0,,,,,,,0.295585374,0,0,0,,,,,,,-,1.341744691,0.97
271,654,1.33,0,0,-24,1,1,2,0.95,0.95,-,0,0,24.88099279,1,0,1.33,0,0,0,,,,,,,0.248809928,0,0,0,,,,,,,-,1.33,0.95
272,692,1.33,0,0,-24,1,1,2,0.96,0.96,-,0,0,26.30998072,1,0,1.33,0,0,0,,,,,,,0.263099807,0,0,0,,,,,,,-,1.33,0.96
273,1844,1.180634277,0,0,-24,1,1,2,0.83,0.83,-,0,0,8.755497479,1,0,1.180634277,0,0,0,,,,,,,0.087554975,0,0,0,,,,,,,-,1.180634277,0.83
274,1543,1.162011649,0,0,-24,1,1,2,0.84,0.84,-,0,0,13.09493994,1,0,1.162011649,0,0,0,,,,,,,0.130949399,0,0,0,,,,,,,-,1.162011649,0.84
275,1870,1.156836523,0,0,-24,1,1,2,0.82,0.82,-,0,0,12.16633885,1,0,1.156836523,0,0,0,,,,,,,0.121663389,0,0,0,,,,,,,-,1.156836523,0.82
276,1845,1.152121712,0,0,-24,1,1,2,0.81,0.81,-,0,0,14.08806826,1,0,1.152121712,0,0,0,,,,,,,0.140880683,0,0,0,,,,,,,-,1.152121712,0.81
277,712,1.142041023,0,0,-24,1,1,2,0.81,0.81,-,0,0,15.90823656,1,0,1.142041023,0,0,0,,,,,,,0.159082366,0,0,0,,,,,,,-,1.142041023,0.81
278,732,1.07411021,0,0,-24,1,1,2,0.77,0.77,-,0,0,10.39373817,1,0,1.07411021,0,0,0,,,,,,,0.103937382,0,0,0,,,,,,,-,1.07411021,0.77
279,2323,1.072694979,0,0,-24,1,1,2,0.76,0.76,-,0,0,6.575484177,1,0,1.072694979,0,0,0,,,,,,,0.065754842,0,0,0,,,,,,,-,1.072694979,0.76
280,2106,0.988584146,0,0,-24,1,1,2,0.69,0.69,-,0,0,0,1,0,0.988584146,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.988584146,0.69
281,1316,0.979027389,0,0,-24,1,1,2,0.69,0.69,-,0,0,1.506440961,1,0,0.979027389,0,0,0,,,,,,,0.01506441,0,0,0,,,,,,,-,0.979027389,0.69
282,444,0.974643276,0,0,-24,1,1,2,0.69,0.69,-,0,0,0,1,0,0.974643276,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.974643276,0.69
283,2046,0.973078294,0,0,-24,1,1,2,0.69,0.69,-,0,0,4.658987794,1,0,0.973078294,0,0,0,,,,,,,0.046589878,0,0,0,,,,,,,-,0.973078294,0.69
284,2294,0.967154952,0,0,-24,1,1,2,0.69,0.69,-,0,0,5.304425321,1,0,0.967154952,0,0,0,,,,,,,0.053044253,0,0,0,,,,,,,-,0.967154952,0.69
285,1356,0.966135149,0,0,-24,1,1,2,0.68,0.68,-,0,0,0.48284483,1,0,0.966135149,0,0,0,,,,,,,0.004828448,0,0,0,,,,,,,-,0.966135149,0.68
286,674,0.962910669,0,0,-24,1,1,2,0.68,0.68,-,0,0,4.083264208,1,0,0.962910669,0,0,0,,,,,,,0.040832642,0,0,0,,,,,,,-,0.962910669,0.68
287,482,0.962180523,0,0,-24,1,1,2,0.68,0.68,-,0,0,0,1,0,0.962180523,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.962180523,0.68
288,2121,0.955536193,0,0,-24,1,1,2,0.67,0.67,-,0,0,2.304511198,1,0,0.955536193,0,0,0,,,,,,,0.023045112,0,0,0,,,,,,,-,0.955536193,0.67
289,196,0.871701811,0,0,-24,1,1,2,0.61,0.61,-,0,0,0,1,0,0.871701811,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.871701811,0.61
290,1734,0.780496976,0,0,-24,1,1,2,0.56,0.56,-,0,0,0,1,0,0.780496976,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.780496976,0.56
291,1359,0.770698629,0,0,-24,1,1,2,0.55,0.55,-,0,0,0.014879047,1,0,0.770698629,0,0,0,,,,,,,0.00014879,0,0,0,,,,,,,-,0.770698629,0.55
292,607,0.767526381,0,0,-24,1,1,2,0.54,0.54,-,0,0,0,1,0,0.767526381,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.767526381,0.54
293,198,0.760030888,0,0,-24,1,1,2,0.54,0.54,-,0,0,0,1,0,0.760030888,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.760030888,0.54
294,784,0.683636441,0,0,-24,1,1,2,0.48,0.48,-,0,0,0,1,0,0.683636441,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.683636441,0.48
295,968,0.682258261,0,0,-24,1,1,2,0.48,0.48,-,0,0,0,1,0,0.682258261,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.682258261,0.48
296,2153,0.678288969,0,0,-24,1,1,2,0.49,0.49,-,0,0,0,1,0,0.678288969,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.678288969,0.49
297,1871,0.587555289,0,0,-24,1,1,2,0.41,0.41,-,0,0,0,1,0,0.587555289,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.587555289,0.41
298,1962,0.585891514,0,0,-24,1,1,2,0.41,0.41,-,0,0,0,1,0,0.585891514,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.585891514,0.41
299,1469,0.581321908,0,0,-24,1,1,2,0.41,0.41,-,0,0,0,1,0,0.581321908,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.581321908,0.41
300,2108,0.576698796,0,0,-24,1,1,2,0.41,0.41,-,0,0,0,1,0,0.576698796,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.576698796,0.41
301,1961,0.574379371,0,0,-24,1,1,2,0.4,0.4,-,0,0,0,1,0,0.574379371,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.574379371,0.4
302,1875,0.490359181,0,0,-24,1,1,2,0.35,0.35,-,0,0,0,1,0,0.490359181,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.490359181,0.35
303,2088,0.486653169,0,0,-24,1,1,2,0.34,0.34,-,0,0,0,1,0,0.486653169,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.486653169,0.34
304,1700,0.48511882,0,0,-24,1,1,2,0.34,0.34,-,0,0,0,1,0,0.48511882,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.48511882,0.34
305,1268,0.484311106,0,0,-24,1,1,2,0.34,0.34,-,0,0,0,1,0,0.484311106,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.484311106,0.34
306,1630,0.483604108,0,0,-24,1,1,2,0.34,0.34,-,0,0,0,1,0,0.483604108,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.483604108,0.34
307,2034,0.482321418,0,0,-24,1,1,2,0.34,0.34,-,0,0,0,1,0,0.482321418,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.482321418,0.34
308,1964,0.480150185,0,0,-24,1,1,2,0.34,0.34,-,0,0,0,1,0,0.480150185,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.480150185,0.34
309,1742,0.392313747,0,0,-24,1,1,2,0.28,0.28,-,0,0,0,1,0,0.392313747,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.392313747,0.28
310,2036,0.387968276,0,0,-24,1,1,2,0.27,0.27,-,0,0,0,1,0,0.387968276,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.387968276,0.27
311,2307,0.38545299,0,0,-24,1,1,2,0.27,0.27,-,0,0,0,1,0,0.38545299,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.38545299,0.27
312,1998,0.384984853,0,0,-24,1,1,2,0.27,0.27,-,0,0,0,1,0,0.384984853,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.384984853,0.27
313,2298,0.381113638,0,0,-24,1,1,2,0.28,0.28,-,0,0,0,1,0,0.381113638,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.381113638,0.28
314,2085,0.296201571,0,0,-24,1,1,2,0.21,0.21,-,0,0,0,1,0,0.296201571,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.296201571,0.21
315,1534,0.295426137,0,0,-24,1,1,2,0.21,0.21,-,0,0,0,1,0,0.295426137,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.295426137,0.21
316,1895,0.293426858,0,0,-24,1,1,2,0.21,0.21,-,0,0,0,1,0,0.293426858,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.293426858,0.21
317,1609,0.292839813,0,0,-24,1,1,2,0.21,0.21,-,0,0,0,1,0,0.292839813,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.292839813,0.21
318,2330,0.29116373,0,0,-24,1,1,2,0.21,0.21,-,0,0,0,1,0,0.29116373,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.29116373,0.21
319,2290,0.194143988,0,0,-24,1,1,2,0.14,0.14,-,0,0,0,1,0,0.194143988,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.194143988,0.14
320,1429,0.193369466,0,0,-24,1,1,2,0.14,0.14,-,0,0,0,1,0,0.193369466,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.193369466,0.14
321,1996,0.191241297,0,0,-24,1,1,2,0.14,0.14,-,0,0,0,1,0,0.191241297,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.191241297,0.14
322,1024,0.1,0,0,-24,1,1,2,0.07,0.07,-,0,0,0,1,0,0.1,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.1,0.07
323,1635,0.1,0,0,-24,1,1,2,0.07,0.07,-,0,0,0,1,0,0.1,0,0,0,,,,,,,0,0,0,0,,,,,,,-,0.1,0.07
